FINCoS Sink Log File.
 Sink Alias: SINK01
 Sink Address: 127.0.0.1
 Connection: Esper (sample)
 Start time: Fri Jun 05 18:43:55 CEST 2020
 Response Time Mode: ADAPTER
 Response Time Resolution: nanoseconds
 Log Sampling rate: 1.0
1591375490465,StockAvg2,CSCO,490.09775304352735,8567439222047
1591375490466,StockAvg2,CSCO,490.09775304352735,8567439972915
1591375490509,StockAvg2,DELL,491.6290986396584,8567483032471
1591375490509,StockAvg2,DELL,491.6290986396584,8567483154699
1591375490561,StockAvg2,GOOG,489.6972512557303,8567534564381
1591375490561,StockAvg2,GOOG,489.6972512557303,8567534678022
1591375490610,StockAvg2,MSFT,489.7959922819739,8567584098134
1591375490610,StockAvg2,MSFT,489.7959922819739,8567584317561
1591375490661,StockAvg2,ORCL,491.2547273156379,8567634702698
1591375490661,StockAvg2,ORCL,491.2547273156379,8567635031451
1591375490711,StockAvg2,SUNW,488.83692925679054,8567684928747
1591375490712,StockAvg2,SUNW,488.83692925679054,8567685517035
1591375490755,StockAvg2,YHOO,489.5112111442545,8567728656935
1591375490755,StockAvg2,YHOO,489.5112111442545,8567728901849
1591375490801,StockAvg2,CSCO,490.88156724836665,8567775378095
1591375490802,StockAvg2,CSCO,490.88156724836665,8567775590393
1591375490842,StockAvg2,DELL,490.5549425330877,8567815809790
1591375490842,StockAvg2,DELL,490.5549425330877,8567816138354
1591375490883,StockAvg2,GOOG,489.76286565838046,8567856785431
1591375490883,StockAvg2,GOOG,489.76286565838046,8567857004765
1591375490925,StockAvg2,MSFT,489.9329030228929,8567899033467
1591375490925,StockAvg2,MSFT,489.9329030228929,8567899289719
1591375490961,StockAvg2,ORCL,489.0432431218917,8567934710962
1591375490961,StockAvg2,ORCL,489.0432431218917,8567934916961
1591375491002,StockAvg2,SUNW,489.6737431760259,8567975901983
1591375491002,StockAvg2,SUNW,489.6737431760259,8567976116877
1591375491041,StockAvg2,YHOO,489.85354601258524,8568014751731
1591375491041,StockAvg2,YHOO,489.85354601258524,8568014898847
1591375491075,StockAvg2,CSCO,489.7064575667943,8568049035603
1591375491075,StockAvg2,CSCO,489.7064575667943,8568049239092
1591375491112,StockAvg2,DELL,489.59142030332845,8568086151120
1591375491112,StockAvg2,DELL,489.59142030332845,8568086377914
1591375491148,StockAvg2,GOOG,488.7832112473534,8568121763533
1591375491148,StockAvg2,GOOG,488.7832112473534,8568122003713
1591375491179,StockAvg2,MSFT,487.9838772211902,8568152812300
1591375491179,StockAvg2,MSFT,487.9838772211902,8568153041455
1591375491211,StockAvg2,ORCL,487.94267889311715,8568185099555
1591375491211,StockAvg2,ORCL,487.94267889311715,8568185356032
1591375491249,StockAvg2,SUNW,488.84248698746916,8568223073039
1591375491249,StockAvg2,SUNW,488.84248698746916,8568223311079
1591375491276,StockAvg2,YHOO,489.8379985559047,8568250508733
1591375491277,StockAvg2,YHOO,489.8379985559047,8568250624369
1591375491308,StockAvg2,CSCO,488.663343145136,8568282486112
1591375491309,StockAvg2,CSCO,488.663343145136,8568282697678
1591375491341,StockAvg2,DELL,488.41794261272946,8568315169227
1591375491341,StockAvg2,DELL,488.41794261272946,8568315306645
1591375491370,StockAvg2,GOOG,487.89631147285104,8568343942216
1591375491370,StockAvg2,GOOG,487.89631147285104,8568344144077
1591375491405,StockAvg2,MSFT,486.96341039048315,8568379182393
1591375491405,StockAvg2,MSFT,486.96341039048315,8568379440870
1591375491436,StockAvg2,ORCL,486.20798739295145,8568409596469
1591375491436,StockAvg2,ORCL,486.20798739295145,8568409864490
1591375491460,StockAvg2,SUNW,487.1582693622727,8568433617084
1591375491460,StockAvg2,SUNW,487.1582693622727,8568433828421
1591375491490,StockAvg2,YHOO,487.7642756610751,8568464458723
1591375491491,StockAvg2,YHOO,487.7642756610751,8568464607628
1591375491517,StockAvg2,CSCO,486.89043099065805,8568491493714
1591375491518,StockAvg2,CSCO,486.89043099065805,8568491677400
1591375491547,StockAvg2,DELL,486.2746178475607,8568521434926
1591375491548,StockAvg2,DELL,486.2746178475607,8568521646848
1591375491575,StockAvg2,GOOG,485.4247798390876,8568549568778
1591375491576,StockAvg2,GOOG,485.4247798390876,8568549673429
1591375491600,StockAvg2,MSFT,484.34434609298586,8568574371180
