FINCoS Sink Log File.
 Sink Alias: SINK02
 Sink Address: 127.0.0.1
 Connection: Esper (sample)
 Start time: Tue May 19 19:18:28 CEST 2020
 Response Time Mode: ADAPTER
 Response Time Resolution: nanoseconds
 Log Sampling rate: 1.0
1589908726913,Prueba,892027,892027.0,21799898196213,21799898817776
1589908726995,Prueba,1035070,963548.5,21799980796650,21799980974307
1589908727085,Prueba,129326,685474.3333333334,21800070135112,21800070425013
1589908727157,Prueba,642060,674620.75,21800142832709,21800142995925
1589908727233,Prueba,810809,701858.4,21800218739180,21800218850346
1589908727302,Prueba,296106,634233.0,21800287693794,21800287854117
1589908727369,Prueba,751200,650942.5714285715,21800354230660,21800354468781
1589908727433,Prueba,1045457,700256.875,21800418931462,21800419080986
1589908727497,Prueba,168258,641145.8888888889,21800482247640,21800482446179
1589908727558,Prueba,688568,645888.1,21800543400817,21800543611889
1589908727611,Prueba,640859,645430.9090909091,21800596759704,21800596897208
1589908727668,Prueba,298713,616537.75,21800653998375,21800654112731
1589908727721,Prueba,879402,636758.0769230769,21800706151463,21800706300935
1589908727775,Prueba,594693,633753.4285714285,21800760999442,21800761167274
1589908727827,Prueba,1130149,666846.4666666667,21800811954030,21800812270618
1589908727873,Prueba,149342,634502.4375,21800858334502,21800858451752
1589908727925,Prueba,248674,611806.6470588235,21800910832130,21800910965921
1589908727970,Prueba,657109,614323.4444444445,21800955380487,21800955523707
1589908728017,Prueba,508677,608763.1052631579,21801002473571,21801002601953
1589908728060,Prueba,263821,591516.0,21801045340747,21801045660937
1589908728104,Prueba,962028,609159.4285714285,21801089502798,21801089660484
1589908728150,Prueba,916762,623141.3636363636,21801135344211,21801135470517
1589908728190,Prueba,684207,625796.3913043478,21801175709777,21801175864522
1589908728235,Prueba,508016,620888.875,21801220916036,21801221097631
1589908728274,Prueba,89531,599634.56,21801259453230,21801259565572
1589908728316,Prueba,897385,611086.5,21801301892561,21801302026586
1589908728354,Prueba,480565,606252.3703703703,21801339351816,21801339494456
1589908728392,Prueba,320360,596041.9285714285,21801377813475,21801377920107
1589908728434,Prueba,1116627,613993.1379310344,21801419028541,21801419201250
1589908728470,Prueba,362092,605596.4333333333,21801455787554,21801455905740
1589908728510,Prueba,369297,597973.8709677419,21801495093625,21801495223496
1589908728545,Prueba,319124,589259.8125,21801529783276,21801530213869
1589908728580,Prueba,1129519,605631.303030303,21801565637724,21801565745463
1589908728617,Prueba,966334,616240.2058823529,21801602673068,21801602801278
1589908728653,Prueba,310889,607515.8857142857,21801638129170,21801638256022
1589908728687,Prueba,380571,601211.8611111111,21801672708804,21801672934107
1589908728726,Prueba,106619,587844.4864864865,21801711883648,21801712025479
1589908728756,Prueba,1077507,600730.3421052631,21801741961500,21801742101816
1589908728793,Prueba,577488,600134.3846153846,21801778917925,21801779043115
1589908728827,Prueba,1009557,610369.95,21801812014782,21801812321530
1589908728858,Prueba,412064,605533.2195121951,21801843551442,21801843687381
1589908728893,Prueba,823812,610730.3333333334,21801878512625,21801878839283
1589908728925,Prueba,156411,600164.7674418605,21801910730986,21801910971727
1589908728956,Prueba,293959,593205.5454545454,21801941828695,21801941948719
1589908728989,Prueba,863957,599222.2444444444,21801974827591,21801974951307
1589908729018,Prueba,638899,600084.7826086957,21802003677564,21802003835013
1589908729050,Prueba,178849,591122.3191489362,21802035126741,21802035310689
1589908729084,Prueba,36032,579557.9375,21802069691229,21802069857179
1589908729111,Prueba,454475,577005.224489796,21802096150571,21802096435185
1589908729145,Prueba,204017,569545.46,21802130849984,21802131071688
1589908729170,Prueba,302805,564315.2549019608,21802155928928,21802156036291
1589908729204,Prueba,452680,562168.4230769231,21802189467499,21802189648686
1589908729233,Prueba,823020,567090.1509433963,21802218609429,21802218742264
1589908729262,Prueba,592489,567560.5,21802247494324,21802247621370
1589908729287,Prueba,626939,568640.1090909091,21802272960793,21802273116657
1589908729318,Prueba,260767,563142.375,21802302832465,21802303547567
1589908729346,Prueba,576873,563383.2631578947,21802331761211,21802331823545
1589908729375,Prueba,340387,559538.5,21802360895823,21802361023970
1589908729407,Prueba,422376,557213.7118644068,21802392086052,21802392204885
1589908729430,Prueba,884938,562675.7833333333,21802415822426,21802415991145
1589908729457,Prueba,1110671,571659.3114754099,21802442211345,21802442336725
1589908729488,Prueba,535296,571072.8064516129,21802473414810,21802473600153
1589908729512,Prueba,437459,568951.9523809524,21802497650087,21802497743005
1589908729540,Prueba,422314,566660.734375,21802525634084,21802525801520
1589908729567,Prueba,127740,559908.1076923077,21802552385885,21802552501888
1589908729592,Prueba,1028977,567015.2121212122,21802577665853,21802577861228
1589908729618,Prueba,1106300,575064.2388059702,21802604005880,21802604131002
1589908729645,Prueba,538284,574523.3529411765,21802630280095,21802630472654
1589908729674,Prueba,1002515,580726.1304347826,21802659952429,21802660051868
1589908729700,Prueba,496143,579517.8,21802685239243,21802685362310
1589908729723,Prueba,217176,574414.3943661972,21802708079985,21802708181791
1589908729752,Prueba,648326,575440.9444444445,21802737305152,21802737454619
1589908729773,Prueba,1152692,583348.493150685,21802758973310,21802759172309
1589908729798,Prueba,1134923,590802.2027027027,21802783433572,21802783554806
1589908729823,Prueba,849255,594248.24,21802808731805,21802808876632
1589908729849,Prueba,1231823,602637.3815789474,21802834294034,21802834383471
1589908729876,Prueba,1139526,609609.9610389611,21802861314929,21802861422296
1589908729900,Prueba,128049,603436.1025641026,21802885626612,21802885756514
1589908729924,Prueba,466999,601709.0506329114,21802909427901,21802909522555
1589908729950,Prueba,489949,600312.05,21802935309543,21802935446502
1589908729970,Prueba,830113,603149.0987654321,21802955824608,21802955919582
1589908729996,Prueba,1081136,608978.2073170731,21802981172479,21802981408738
1589908730019,Prueba,486641,607504.265060241,21803004405757,21803004554138
1589908730042,Prueba,82578,601255.1428571428,21803027765995,21803027879250
1589908730066,Prueba,1045966,606487.0352941176,21803051921049,21803051985639
1589908730091,Prueba,810963,608864.6627906977,21803076577016,21803076666394
1589908730117,Prueba,610958,608888.724137931,21803102153507,21803102236157
1589908730139,Prueba,590960,608684.9886363636,21803124327495,21803124408795
1589908730159,Prueba,99204,602960.4831460674,21803144719923,21803144795321
1589908730186,Prueba,1229932,609926.8333333334,21803171531647,21803171727733
1589908730205,Prueba,239628,605857.6153846154,21803190122201,21803190258363
1589908730231,Prueba,187164,601306.5978260869,21803216883472,21803216992789
1589908730254,Prueba,248908,597517.3655913979,21803239712198,21803239891042
1589908730273,Prueba,1027045,602086.8085106383,21803258409844,21803258535401
1589908730297,Prueba,605843,602126.347368421,21803282410311,21803282512419
1589908730318,Prueba,899493,605223.9166666666,21803303505296,21803303666851
1589908730343,Prueba,907422,608339.3608247422,21803328425029,21803328763739
1589908730365,Prueba,250869,604691.7040816327,21803350481891,21803350627999
1589908730383,Prueba,751104,606170.6161616162,21803369077639,21803369157963
1589908730405,Prueba,530391,605412.82,21803390574064,21803390675621
1589908730427,Prueba,265650,602048.8316831683,21803412879579,21803413002012
1589908730451,Prueba,364338,599718.3333333334,21803437041997,21803437139851
1589908730471,Prueba,623614,599950.3300970874,21803456720200,21803456877482
1589908730492,Prueba,981336,603617.5,21803477545242,21803477685595
1589908730515,Prueba,606206,603642.1523809524,21803500873786,21803500973451
1589908730538,Prueba,345155,601203.5943396227,21803523909348,21803524031024
1589908730559,Prueba,56141,596109.5514018692,21803544073863,21803544536103
1589908730579,Prueba,456049,594812.6944444445,21803564935874,21803565104109
1589908730597,Prueba,96924,590244.9082568807,21803582933882,21803583023119
1589908730620,Prueba,659686,590876.1909090909,21803605463365,21803605554587
1589908730639,Prueba,778485,592566.3603603604,21803624907707,21803625000510
1589908730661,Prueba,896783,595282.5803571428,21803646501845,21803646599770
1589908730684,Prueba,972184,598617.9911504425,21803669738871,21803669845282
1589908730704,Prueba,586229,598509.3157894737,21803689531229,21803689626171
1589908730724,Prueba,955689,601615.2260869566,21803709899251,21803710039622
1589908730746,Prueba,36664,596744.9568965518,21803731900540,21803731999112
1589908730763,Prueba,388877,594968.3076923077,21803748214474,21803748327821
1589908730782,Prueba,505803,594212.6694915254,21803767666536,21803767802296
1589908730804,Prueba,710638,595191.0336134454,21803789955910,21803790055588
1589908730826,Prueba,177373,591709.2166666667,21803811339514,21803811458280
1589908730843,Prueba,269534,589046.6115702479,21803828852315,21803829004756
1589908730864,Prueba,675029,589751.3852459016,21803849195673,21803849291694
1589908730883,Prueba,371955,587980.6829268293,21803868902275,21803868990964
1589908730905,Prueba,204071,584884.6370967742,21803890408853,21803890512315
1589908730922,Prueba,879051,587237.968,21803907842869,21803907928641
1589908730946,Prueba,638286,587643.1111111111,21803931944015,21803932078869
1589908730963,Prueba,381377,586018.968503937,21803948287195,21803948500469
1589908730983,Prueba,152902,582635.2421875,21803968646602,21803968815907
1589908731000,Prueba,24617,578309.519379845,21803985603352,21803985747880
1589908731023,Prueba,689432,579164.3076923077,21804008402005,21804008488131
1589908731038,Prueba,456343,578226.7404580152,21804023341421,21804023437007
1589908731060,Prueba,639965,578694.4545454546,21804045938220,21804046095569
1589908731080,Prueba,735224,579871.3684210526,21804065164521,21804065251602
1589908731095,Prueba,999334,583001.6865671641,21804081050258,21804081129561
1589908731113,Prueba,40292,578981.6148148148,21804098539057,21804098717895
1589908731132,Prueba,376638,577493.7941176471,21804118013941,21804118153178
1589908731154,Prueba,482686,576801.7664233577,21804139193847,21804139582236
1589908731174,Prueba,1229729,581533.1231884058,21804159658125,21804159753729
1589908731189,Prueba,68760,577844.1079136691,21804174250610,21804174337629
1589908731208,Prueba,1139670,581857.15,21804193874496,21804193973370
1589908731228,Prueba,596243,581959.1773049645,21804213896387,21804213984389
1589908731247,Prueba,205556,579308.4507042253,21804232308497,21804232411760
1589908731264,Prueba,102099,575971.3216783217,21804249682059,21804249871072
1589908731285,Prueba,1187523,580218.2083333334,21804270518066,21804270607281
1589908731302,Prueba,989626,583041.7103448276,21804287951212,21804288049567
1589908731320,Prueba,30754,579258.9178082192,21804305279701,21804305531536
1589908731339,Prueba,845049,581067.0136054421,21804324458010,21804324534527
1589908731357,Prueba,128406,578008.4932432432,21804343082807,21804343160468
1589908731375,Prueba,495540,577455.0134228187,21804360835091,21804361045399
1589908731391,Prueba,1050321,580607.4533333334,21804376604573,21804376656380
1589908731407,Prueba,745129,581697.0,21804392765740,21804392832278
1589908731427,Prueba,71656,578341.4671052631,21804412891749,21804412968165
1589908731445,Prueba,867957,580234.3790849673,21804430497646,21804430560277
1589908731462,Prueba,1167930,584050.5844155845,21804447103043,21804447192968
1589908731479,Prueba,665223,584574.2774193549,21804464343519,21804464480967
1589908731497,Prueba,363166,583154.9935897436,21804482548198,21804482617319
1589908731517,Prueba,499118,582619.7261146497,21804502744502,21804502819871
1589908731534,Prueba,60338,579314.1455696203,21804519455698,21804519586763
1589908731549,Prueba,117738,576411.1509433963,21804534875052,21804534943338
1589908731571,Prueba,650232,576872.53125,21804556193961,21804556273931
1589908731587,Prueba,367632,575572.900621118,21804572374695,21804572454248
1589908731603,Prueba,220181,573379.1234567901,21804588856538,21804588961446
1589908731621,Prueba,716649,574258.0797546012,21804606581316,21804606670959
1589908731636,Prueba,71352,571191.5792682926,21804621248552,21804621349858
1589908731653,Prueba,90077,568275.7333333333,21804638518108,21804638636579
1589908731670,Prueba,1147345,571764.1024096386,21804655914808,21804656005545
1589908731688,Prueba,221510,569666.7724550898,21804673506809,21804673586682
1589908731708,Prueba,356809,568399.7619047619,21804693781752,21804693879836
1589908731723,Prueba,346509,567086.7988165681,21804708294981,21804708383538
1589908731741,Prueba,395887,566079.7411764705,21804726256876,21804726329946
1589908731755,Prueba,816225,567542.5789473684,21804740725892,21804740804431
1589908731772,Prueba,1158665,570979.3372093023,21804757156278,21804757232375
1589908731788,Prueba,45820,567943.7341040462,21804774001937,21804774052849
1589908731807,Prueba,1135448,571205.2528735632,21804792508693,21804792590437
1589908731821,Prueba,226609,569236.1314285714,21804807001809,21804807103320
1589908731842,Prueba,933262,571304.4602272727,21804827244069,21804827381507
1589908731857,Prueba,878156,573038.0847457628,21804842206182,21804842288591
1589908731871,Prueba,151198,570668.1966292135,21804856777954,21804856870437
1589908731891,Prueba,1163049,573977.5865921788,21804877050407,21804877104911
1589908731906,Prueba,1012027,576411.1944444445,21804891459804,21804891552272
1589908731923,Prueba,988643,578688.7182320443,21804908598920,21804908690566
1589908731938,Prueba,164610,576413.5604395604,21804923260928,21804923328646
1589908731955,Prueba,482058,575897.956284153,21804940396318,21804940481138
1589908731972,Prueba,1018900,578305.5760869565,21804957927592,21804958010737
1589908731990,Prueba,527476,578030.8216216216,21804975686332,21804975781901
1589908732004,Prueba,518475,577710.6290322581,21804989893292,21804989976969
1589908732019,Prueba,613799,577903.6149732621,21805004277744,21805004392579
1589908732036,Prueba,147148,575612.3617021276,21805022010813,21805022139120
1589908732050,Prueba,504473,575235.9629629629,21805035701944,21805035818109
1589908732067,Prueba,178992,573150.4684210527,21805052214566,21805052525825
1589908732086,Prueba,61934,570473.942408377,21805071120327,21805071207726
1589908732100,Prueba,768196,571503.7447916666,21805085602033,21805085676765
1589908732114,Prueba,811723,572748.4041450777,21805099875987,21805099970679
1589908732132,Prueba,444857,572089.1701030928,21805117873808,21805117966623
1589908732147,Prueba,395404,571183.0923076923,21805132097734,21805132169693
1589908732164,Prueba,249149,569540.0612244898,21805149518018,21805149613677
1589908732181,Prueba,907111,571253.6192893401,21805166196789,21805166316027
1589908732193,Prueba,684698,571826.5707070708,21805178548417,21805178746710
1589908732210,Prueba,619102,572064.1356783919,21805195918027,21805196028309
1589908732227,Prueba,605296,572230.295,21805212873941,21805212950946
1589908732243,Prueba,924973,573985.2338308458,21805228174151,21805228241110
1589908732257,Prueba,588049,574054.8564356435,21805242265695,21805242337317
1589908732271,Prueba,261614,572515.7389162561,21805256959409,21805257050355
1589908732290,Prueba,787951,573571.7941176471,21805276083708,21805276145743
1589908732303,Prueba,537812,573397.356097561,21805288827389,21805288910214
1589908732321,Prueba,35822,570787.7669902913,21805306148016,21805306302479
1589908732335,Prueba,4614,568052.6280193237,21805320725688,21805320793724
1589908732350,Prueba,1217066,571172.8846153846,21805335703488,21805335773390
1589908732364,Prueba,203270,569412.5837320574,21805349773539,21805349848375
1589908732379,Prueba,531724,569233.1142857143,21805365018706,21805365097007
1589908732396,Prueba,327933,568089.5118483412,21805381520260,21805381618449
1589908732411,Prueba,230248,566495.9198113207,21805396182954,21805396253621
1589908732425,Prueba,1042725,568731.7370892019,21805410699518,21805410772513
1589908732440,Prueba,942215,570476.9859813084,21805425422287,21805425468796
1589908732454,Prueba,149791,568520.3069767442,21805439625016,21805439688527
1589908732472,Prueba,1086759,570919.5601851852,21805457106322,21805457182547
1589908732486,Prueba,196907,569196.0,21805471888460,21805471946285
1589908732501,Prueba,610766,569386.6880733945,21805486162897,21805486233096
1589908732516,Prueba,1145638,572017.9726027397,21805501997710,21805502073249
1589908732530,Prueba,772915,572931.1409090909,21805515238951,21805515306687
1589908732544,Prueba,432403,572295.2669683258,21805529831009,21805529924171
1589908732561,Prueba,687190,572812.8108108108,21805546234523,21805546321868
1589908732576,Prueba,943709,574476.0224215246,21805561825026,21805561883444
1589908732591,Prueba,521436,574239.2366071428,21805576152292,21805576215280
1589908732606,Prueba,993392,576102.1377777777,21805591143895,21805591229261
1589908732620,Prueba,97101,573982.6637168141,21805605918802,21805605970894
1589908732634,Prueba,1055468,576103.7444933921,21805619685131,21805619758958
1589908732649,Prueba,1020228,578051.6578947369,21805634214975,21805634286646
1589908732663,Prueba,46005,575728.3100436681,21805648706217,21805648775461
1589908732678,Prueba,1159018,578264.352173913,21805663778922,21805663856390
1589908732692,Prueba,283232,576987.1558441558,21805677219108,21805677309468
1589908732708,Prueba,452577,576450.9051724138,21805693744540,21805693818973
1589908732722,Prueba,319957,575350.0729613734,21805707815004,21805707999523
1589908732736,Prueba,1084990,577528.0213675214,21805722080927,21805722152185
1589908732750,Prueba,44103,575258.1276595745,21805735779934,21805735849970
1589908732765,Prueba,831925,576345.6991525424,21805750290766,21805750442096
1589908732780,Prueba,778549,577198.8776371308,21805765229197,21805765291619
1589908732794,Prueba,53535,574998.6092436975,21805779813734,21805779914616
1589908732808,Prueba,1033245,576915.9581589958,21805793839322,21805793903585
1589908732822,Prueba,643139,577191.8875,21805807609791,21805807721519
1589908732839,Prueba,560311,577121.8423236514,21805824228135,21805824291743
1589908732850,Prueba,569638,577090.9173553719,21805835613624,21805835699149
1589908732867,Prueba,1121372,579330.7572016461,21805852333388,21805852392768
1589908732881,Prueba,913114,580698.7213114754,21805866118351,21805866166997
1589908732892,Prueba,31436,578456.8326530613,21805877967383,21805878064707
1589908732907,Prueba,203088,576930.9430894309,21805892895488,21805892965879
1589908732924,Prueba,24011,574692.4008097165,21805909552240,21805909636565
