Timestamp,Siddhi,Avg_Throughput,,,
1599420507000,NO2_Good(output),125,,,
1599420506000,NO2_Good(output),125,,,
1599420505000,NO2_Good(output),125,,,
1599420504000,NO2_Good(output),126,,,
1599420503000,NO2_Good(output),126,,,
1599420502000,NO2_Good(output),126,,,
1599420501000,NO2_Good(output),127,,,
1599420500000,NO2_Good(output),127,,,
1599420499000,NO2_Good(output),127,,,
1599420498000,NO2_Good(output),127,,,
1599420497000,NO2_Good(output),128,,,
1599420496000,NO2_Good(output),128,,,
1599420495000,NO2_Good(output),128,,,
1599420494000,NO2_Good(output),129,,,
1599420493000,NO2_Good(output),129,,,
1599420492000,NO2_Good(output),129,,,
1599420491000,NO2_Good(output),130,,,
1599420490000,NO2_Good(output),130,,,
1599420489000,NO2_Good(output),130,,,
1599420488000,NO2_Good(output),131,,,
1599420487000,NO2_Good(output),131,,,
1599420486000,NO2_Good(output),131,,,
1599420485000,NO2_Good(output),132,,,
1599420484000,NO2_Good(output),132,,,
1599420483000,NO2_Good(output),132,,,
1599420482000,NO2_Good(output),133,,,
1599420481000,NO2_Good(output),133,,,
1599420480000,NO2_Good(output),133,,,
1599420479000,NO2_Good(output),134,,,
1599420478000,NO2_Good(output),134,,,
1599420477000,NO2_Good(output),134,,,
1599420476000,NO2_Good(output),135,,,
1599420475000,NO2_Good(output),135,,,
1599420474000,NO2_Good(output),135,,,
1599420473000,NO2_Good(output),136,,,
1599420472000,NO2_Good(output),136,,,
1599420471000,NO2_Good(output),136,,,
1599420470000,NO2_Good(output),137,,,
1599420469000,NO2_Good(output),137,,,
1599420468000,NO2_Good(output),138,,,
1599420467000,NO2_Good(output),138,,,
1599420466000,NO2_Good(output),138,,,
1599420465000,NO2_Good(output),139,,,
1599420464000,NO2_Good(output),139,,,
1599420463000,NO2_Good(output),139,,,
1599420462000,NO2_Good(output),140,,,
1599420461000,NO2_Good(output),140,,,
1599420460000,NO2_Good(output),141,,,
1599420459000,NO2_Good(output),141,,,
1599420458000,NO2_Good(output),141,,,
1599420457000,NO2_Good(output),142,,,
1599420456000,NO2_Good(output),142,,,
1599420455000,NO2_Good(output),142,,,
1599420454000,NO2_Good(output),143,,,
1599420453000,NO2_Good(output),143,,,
1599420452000,NO2_Good(output),144,,,
1599420332000,NO2_Good(output),215,,,
1599420272000,NO2_Good(output),286,,,
1599420212000,NO2_Good(output),426,,,
1599420211000,NO2_Good(output),430,,,
1599420210000,NO2_Good(output),433,,,
1599420209000,NO2_Good(output),437,,,
1599420208000,NO2_Good(output),441,,,
1599420207000,NO2_Good(output),444,,,
1599420206000,NO2_Good(output),448,,,
1599420205000,NO2_Good(output),452,,,
1599420204000,NO2_Good(output),456,,,
1599420203000,NO2_Good(output),460,,,
1599420202000,NO2_Good(output),464,,,
1599420201000,NO2_Good(output),468,,,
1599420200000,NO2_Good(output),473,,,
1599420199000,NO2_Good(output),477,,,
1599420198000,NO2_Good(output),481,,,
1599420197000,NO2_Good(output),486,,,
1599420196000,NO2_Good(output),491,,,
1599420195000,NO2_Good(output),495,,,
1599420194000,NO2_Good(output),500,,,
1599420193000,NO2_Good(output),505,,,
1599420192000,NO2_Good(output),510,,,
1599420191000,NO2_Good(output),515,,,
1599420190000,NO2_Good(output),520,,,
1599420189000,NO2_Good(output),525,,,
1599420188000,NO2_Good(output),531,,,
1599420187000,NO2_Good(output),536,,,
1599420186000,NO2_Good(output),542,,,
1599420185000,NO2_Good(output),547,,,
1599420184000,NO2_Good(output),553,,,
1599420183000,NO2_Good(output),559,,,
1599420182000,NO2_Good(output),565,,,
1599420181000,NO2_Good(output),571,,,
1599420180000,NO2_Good(output),578,,,
1599420179000,NO2_Good(output),584,,,
1599420178000,NO2_Good(output),591,,,
1599420177000,NO2_Good(output),598,,,
1599420176000,NO2_Good(output),605,,,
1599420175000,NO2_Good(output),612,,,
1599420174000,NO2_Good(output),619,,,
1599420173000,NO2_Good(output),627,,,
1599420172000,NO2_Good(output),634,,,
1599420171000,NO2_Good(output),642,,,
1599420170000,NO2_Good(output),650,,,
1599420169000,NO2_Good(output),658,,,
1599420168000,NO2_Good(output),667,,,
1599420167000,NO2_Good(output),675,,,
1599420166000,NO2_Good(output),684,,,
1599420165000,NO2_Good(output),693,,,
1599420164000,NO2_Good(output),703,,,
1599420163000,NO2_Good(output),712,,,
1599420162000,NO2_Good(output),722,,,
1599420161000,NO2_Good(output),732,,,
1599420160000,NO2_Good(output),743,,,
1599420159000,NO2_Good(output),754,,,
1599420158000,NO2_Good(output),765,,,
1599420157000,NO2_Good(output),776,,,
1599420156000,NO2_Good(output),788,,,
1599420155000,NO2_Good(output),800,,,
1599420154000,NO2_Good(output),812,,,
1599420153000,NO2_Good(output),825,,,
1599420152000,NO2_Good(output),839,,,
1599420631000,NO2_Moderate(output),15242,,,
1599420630000,NO2_Moderate(output),15270,,,
1599420629000,NO2_Moderate(output),15299,,,
1599420628000,NO2_Moderate(output),15327,,,
1599420627000,NO2_Moderate(output),15356,,,
1599420626000,NO2_Moderate(output),15384,,,
1599420625000,NO2_Moderate(output),15413,,,
1599420624000,NO2_Moderate(output),15442,,,
1599420623000,NO2_Moderate(output),15471,,,
1599420622000,NO2_Moderate(output),15500,,,
1599420621000,NO2_Moderate(output),15529,,,
1599420620000,NO2_Moderate(output),15558,,,
1599420619000,NO2_Moderate(output),15588,,,
1599420618000,NO2_Moderate(output),15617,,,
1599420617000,NO2_Moderate(output),15647,,,
1599420616000,NO2_Moderate(output),15677,,,
1599420615000,NO2_Moderate(output),15707,,,
1599420614000,NO2_Moderate(output),15737,,,
1599420613000,NO2_Moderate(output),15767,,,
1599420612000,NO2_Moderate(output),15797,,,
1599420611000,NO2_Moderate(output),15827,,,
1599420610000,NO2_Moderate(output),15858,,,
1599420609000,NO2_Moderate(output),15888,,,
1599420608000,NO2_Moderate(output),15919,,,
1599420607000,NO2_Moderate(output),15950,,,
1599420606000,NO2_Moderate(output),15981,,,
1599420605000,NO2_Moderate(output),16012,,,
1599420604000,NO2_Moderate(output),16043,,,
1599420603000,NO2_Moderate(output),16074,,,
1599420602000,NO2_Moderate(output),16105,,,
1599420601000,NO2_Moderate(output),16137,,,
1599420600000,NO2_Moderate(output),16169,,,
1599420599000,NO2_Moderate(output),16200,,,
1599420598000,NO2_Moderate(output),16232,,,
1599420597000,NO2_Moderate(output),16264,,,
1599420596000,NO2_Moderate(output),16296,,,
1599420595000,NO2_Moderate(output),16329,,,
1599420594000,NO2_Moderate(output),16361,,,
1599420593000,NO2_Moderate(output),16394,,,
1599420592000,NO2_Moderate(output),16426,,,
1599420591000,NO2_Moderate(output),16459,,,
1599420590000,NO2_Moderate(output),16492,,,
1599420589000,NO2_Moderate(output),16525,,,
1599420588000,NO2_Moderate(output),16558,,,
1599420587000,NO2_Moderate(output),16592,,,
1599420586000,NO2_Moderate(output),16625,,,
1599420585000,NO2_Moderate(output),16659,,,
1599420584000,NO2_Moderate(output),16692,,,
1599420583000,NO2_Moderate(output),16726,,,
1599420582000,NO2_Moderate(output),16760,,,
1599420581000,NO2_Moderate(output),16794,,,
1599420580000,NO2_Moderate(output),16829,,,
1599420579000,NO2_Moderate(output),16863,,,
1599420578000,NO2_Moderate(output),16898,,,
1599420577000,NO2_Moderate(output),16932,,,
1599420576000,NO2_Moderate(output),16967,,,
1599420575000,NO2_Moderate(output),17002,,,
1599420574000,NO2_Moderate(output),17037,,,
1599420573000,NO2_Moderate(output),17072,,,
1599420572000,NO2_Moderate(output),17108,,,
1599420571000,NO2_Moderate(output),17143,,,
1599420570000,NO2_Moderate(output),17179,,,
1599420569000,NO2_Moderate(output),17215,,,
1599420568000,NO2_Moderate(output),17251,,,
1599420567000,NO2_Moderate(output),17287,,,
1599420566000,NO2_Moderate(output),17324,,,
1599420565000,NO2_Moderate(output),17360,,,
1599420564000,NO2_Moderate(output),17397,,,
1599420563000,NO2_Moderate(output),17433,,,
1599420562000,NO2_Moderate(output),17470,,,
1599420561000,NO2_Moderate(output),17507,,,
1599420560000,NO2_Moderate(output),17545,,,
1599420559000,NO2_Moderate(output),17582,,,
1599420558000,NO2_Moderate(output),17620,,,
1599420557000,NO2_Moderate(output),17657,,,
1599420556000,NO2_Moderate(output),17695,,,
1599420555000,NO2_Moderate(output),17733,,,
1599420554000,NO2_Moderate(output),17772,,,
1599420553000,NO2_Moderate(output),17810,,,
1599420552000,NO2_Moderate(output),17848,,,
1599420551000,NO2_Moderate(output),17887,,,
1599420550000,NO2_Moderate(output),17926,,,
1599420549000,NO2_Moderate(output),17965,,,
1599420548000,NO2_Moderate(output),18004,,,
1599420547000,NO2_Moderate(output),18044,,,
1599420546000,NO2_Moderate(output),18083,,,
1599420545000,NO2_Moderate(output),18123,,,
1599420544000,NO2_Moderate(output),18163,,,
1599420543000,NO2_Moderate(output),18203,,,
1599420542000,NO2_Moderate(output),18243,,,
1599420541000,NO2_Moderate(output),18284,,,
1599420540000,NO2_Moderate(output),18324,,,
1599420539000,NO2_Moderate(output),18365,,,
1599420538000,NO2_Moderate(output),18406,,,
1599420537000,NO2_Moderate(output),18447,,,
1599420536000,NO2_Moderate(output),18489,,,
1599420535000,NO2_Moderate(output),18530,,,
1599420534000,NO2_Moderate(output),18572,,,
1599420533000,NO2_Moderate(output),18614,,,
1599420532000,NO2_Moderate(output),18656,,,
1599420531000,NO2_Moderate(output),18698,,,
1599420530000,NO2_Moderate(output),18741,,,
1599420529000,NO2_Moderate(output),18784,,,
1599420528000,NO2_Moderate(output),18826,,,
1599420527000,NO2_Moderate(output),18870,,,
1599420526000,NO2_Moderate(output),18913,,,
1599420525000,NO2_Moderate(output),18956,,,
1599420524000,NO2_Moderate(output),19000,,,
1599420523000,NO2_Moderate(output),19044,,,
1599420522000,NO2_Moderate(output),19088,,,
1599420521000,NO2_Moderate(output),19132,,,
1599420520000,NO2_Moderate(output),19177,,,
1599420519000,NO2_Moderate(output),19221,,,
1599420518000,NO2_Moderate(output),19266,,,
1599420517000,NO2_Moderate(output),19311,,,
1599420516000,NO2_Moderate(output),19357,,,
1599420515000,NO2_Moderate(output),19402,,,
1599420514000,NO2_Moderate(output),19448,,,
1599420513000,NO2_Moderate(output),19494,,,
1599420512000,NO2_Moderate(output),19540,,,
1599420511000,NO2_Moderate(output),19587,,,
1599420510000,NO2_Moderate(output),19633,,,
1599420509000,NO2_Moderate(output),19680,,,
1599420508000,NO2_Moderate(output),19727,,,
1599420507000,NO2_Moderate(output),19775,,,
1599420506000,NO2_Moderate(output),19822,,,
1599420505000,NO2_Moderate(output),19870,,,
1599420504000,NO2_Moderate(output),19918,,,
1599420503000,NO2_Moderate(output),19966,,,
1599420502000,NO2_Moderate(output),20015,,,
1599420501000,NO2_Moderate(output),20063,,,
1599420500000,NO2_Moderate(output),20112,,,
1599420499000,NO2_Moderate(output),20161,,,
1599420498000,NO2_Moderate(output),20211,,,
1599420497000,NO2_Moderate(output),20260,,,
1599420496000,NO2_Moderate(output),20310,,,
1599420495000,NO2_Moderate(output),20360,,,
1599420494000,NO2_Moderate(output),20411,,,
1599420493000,NO2_Moderate(output),20462,,,
1599420492000,NO2_Moderate(output),20512,,,
1599420491000,NO2_Moderate(output),20564,,,
1599420490000,NO2_Moderate(output),20615,,,
1599420489000,NO2_Moderate(output),20667,,,
1599420488000,NO2_Moderate(output),20719,,,
1599420487000,NO2_Moderate(output),20771,,,
1599420486000,NO2_Moderate(output),20823,,,
1599420485000,NO2_Moderate(output),20876,,,
1599420484000,NO2_Moderate(output),20929,,,
1599420483000,NO2_Moderate(output),20982,,,
1599420482000,NO2_Moderate(output),21036,,,
1599420481000,NO2_Moderate(output),21090,,,
1599420480000,NO2_Moderate(output),21144,,,
1599420479000,NO2_Moderate(output),21198,,,
1599420478000,NO2_Moderate(output),21253,,,
1599420477000,NO2_Moderate(output),21307,,,
1599420476000,NO2_Moderate(output),21363,,,
1599420475000,NO2_Moderate(output),21418,,,
1599420474000,NO2_Moderate(output),21474,,,
1599420473000,NO2_Moderate(output),21530,,,
1599420472000,NO2_Moderate(output),21586,,,
1599420471000,NO2_Moderate(output),21643,,,
1599420470000,NO2_Moderate(output),21700,,,
1599420469000,NO2_Moderate(output),21757,,,
1599420468000,NO2_Moderate(output),21815,,,
1599420467000,NO2_Moderate(output),21873,,,
1599420466000,NO2_Moderate(output),21931,,,
1599420465000,NO2_Moderate(output),21989,,,
1599420464000,NO2_Moderate(output),22048,,,
1599420463000,NO2_Moderate(output),22107,,,
1599420462000,NO2_Moderate(output),22167,,,
1599420461000,NO2_Moderate(output),22226,,,
1599420460000,NO2_Moderate(output),22286,,,
1599420459000,NO2_Moderate(output),22347,,,
1599420458000,NO2_Moderate(output),22408,,,
1599420457000,NO2_Moderate(output),22469,,,
1599420456000,NO2_Moderate(output),22530,,,
1599420455000,NO2_Moderate(output),22592,,,
1599420454000,NO2_Moderate(output),22654,,,
1599420453000,NO2_Moderate(output),22716,,,
1599420452000,NO2_Moderate(output),22779,,,
1599420332000,NO2_Moderate(output),30496,,,
1599420272000,NO2_Moderate(output),19758,,,
1599420212000,NO2_Moderate(output),6164,,,
1599420211000,NO2_Moderate(output),6215,,,
1599420210000,NO2_Moderate(output),6267,,,
1599420209000,NO2_Moderate(output),6319,,,
1599420208000,NO2_Moderate(output),6373,,,
1599420207000,NO2_Moderate(output),6427,,,
1599420206000,NO2_Moderate(output),6483,,,
1599420205000,NO2_Moderate(output),6539,,,
1599420204000,NO2_Moderate(output),6596,,,
1599420203000,NO2_Moderate(output),6655,,,
1599420202000,NO2_Moderate(output),6714,,,
1599420201000,NO2_Moderate(output),6775,,,
1599420200000,NO2_Moderate(output),6836,,,
1599420199000,NO2_Moderate(output),6899,,,
1599420198000,NO2_Moderate(output),6963,,,
1599420197000,NO2_Moderate(output),7028,,,
1599420196000,NO2_Moderate(output),7094,,,
1599420195000,NO2_Moderate(output),7162,,,
1599420194000,NO2_Moderate(output),7231,,,
1599420193000,NO2_Moderate(output),7301,,,
1599420192000,NO2_Moderate(output),7373,,,
1599420191000,NO2_Moderate(output),7446,,,
1599420190000,NO2_Moderate(output),7520,,,
1599420189000,NO2_Moderate(output),7596,,,
1599420188000,NO2_Moderate(output),7673,,,
1599420187000,NO2_Moderate(output),7753,,,
1599420186000,NO2_Moderate(output),7833,,,
1599420185000,NO2_Moderate(output),7916,,,
1599420184000,NO2_Moderate(output),8000,,,
1599420183000,NO2_Moderate(output),8086,,,
1599420182000,NO2_Moderate(output),8174,,,
1599420181000,NO2_Moderate(output),8264,,,
1599420180000,NO2_Moderate(output),8356,,,
1599420179000,NO2_Moderate(output),8449,,,
1599420178000,NO2_Moderate(output),8545,,,
1599420177000,NO2_Moderate(output),8644,,,
1599420176000,NO2_Moderate(output),8744,,,
1599420175000,NO2_Moderate(output),8847,,,
1599420174000,NO2_Moderate(output),8952,,,
1599420173000,NO2_Moderate(output),9060,,,
1599420172000,NO2_Moderate(output),9171,,,
1599420171000,NO2_Moderate(output),9284,,,
1599420170000,NO2_Moderate(output),9400,,,
1599420169000,NO2_Moderate(output),9519,,,
1599420168000,NO2_Moderate(output),9641,,,
1599420167000,NO2_Moderate(output),9766,,,
1599420166000,NO2_Moderate(output),9895,,,
1599420165000,NO2_Moderate(output),10027,,,
1599420164000,NO2_Moderate(output),10162,,,
1599420163000,NO2_Moderate(output),10301,,,
1599420162000,NO2_Moderate(output),10444,,,
1599420161000,NO2_Moderate(output),10592,,,
1599420160000,NO2_Moderate(output),10743,,,
1599420159000,NO2_Moderate(output),10899,,,
1599420158000,NO2_Moderate(output),11059,,,
1599420157000,NO2_Moderate(output),11224,,,
1599420156000,NO2_Moderate(output),11394,,,
1599420155000,NO2_Moderate(output),11569,,,
1599420154000,NO2_Moderate(output),11750,,,
1599420153000,NO2_Moderate(output),11937,,,
1599420152000,NO2_Moderate(output),12129,,,
1599420631000,NO2_Unhealthy(output),2024322,,,
1599420630000,NO2_Unhealthy(output),2028070,,,
1599420629000,NO2_Unhealthy(output),2031833,,,
1599420628000,NO2_Unhealthy(output),2035610,,,
1599420627000,NO2_Unhealthy(output),2039400,,,
1599420626000,NO2_Unhealthy(output),2043205,,,
1599420625000,NO2_Unhealthy(output),2047024,,,
1599420624000,NO2_Unhealthy(output),2050858,,,
1599420623000,NO2_Unhealthy(output),2054705,,,
1599420622000,NO2_Unhealthy(output),2058568,,,
1599420621000,NO2_Unhealthy(output),2062444,,,
1599420620000,NO2_Unhealthy(output),2066336,,,
1599420619000,NO2_Unhealthy(output),2070242,,,
1599420618000,NO2_Unhealthy(output),2074163,,,
1599420617000,NO2_Unhealthy(output),2078099,,,
1599420616000,NO2_Unhealthy(output),2082049,,,
1599420615000,NO2_Unhealthy(output),2086015,,,
1599420614000,NO2_Unhealthy(output),2089996,,,
1599420613000,NO2_Unhealthy(output),2093992,,,
1599420612000,NO2_Unhealthy(output),2098004,,,
1599420611000,NO2_Unhealthy(output),2102031,,,
1599420610000,NO2_Unhealthy(output),2106073,,,
1599420609000,NO2_Unhealthy(output),2110131,,,
1599420608000,NO2_Unhealthy(output),2114205,,,
1599420607000,NO2_Unhealthy(output),2118294,,,
1599420606000,NO2_Unhealthy(output),2122399,,,
1599420605000,NO2_Unhealthy(output),2126520,,,
1599420604000,NO2_Unhealthy(output),2130658,,,
1599420603000,NO2_Unhealthy(output),2134811,,,
1599420602000,NO2_Unhealthy(output),2138980,,,
1599420601000,NO2_Unhealthy(output),2143166,,,
1599420600000,NO2_Unhealthy(output),2147369,,,
1599420599000,NO2_Unhealthy(output),2151587,,,
1599420598000,NO2_Unhealthy(output),2155823,,,
1599420597000,NO2_Unhealthy(output),2160075,,,
1599420596000,NO2_Unhealthy(output),2164344,,,
1599420595000,NO2_Unhealthy(output),2168630,,,
1599420594000,NO2_Unhealthy(output),2172933,,,
1599420593000,NO2_Unhealthy(output),2177252,,,
1599420592000,NO2_Unhealthy(output),2181590,,,
1599420591000,NO2_Unhealthy(output),2185944,,,
1599420590000,NO2_Unhealthy(output),2190316,,,
1599420589000,NO2_Unhealthy(output),2194705,,,
1599420588000,NO2_Unhealthy(output),2199112,,,
1599420587000,NO2_Unhealthy(output),2203537,,,
1599420586000,NO2_Unhealthy(output),2207980,,,
1599420585000,NO2_Unhealthy(output),2212440,,,
1599420584000,NO2_Unhealthy(output),2216919,,,
1599420583000,NO2_Unhealthy(output),2221416,,,
1599420582000,NO2_Unhealthy(output),2225931,,,
1599420581000,NO2_Unhealthy(output),2230464,,,
1599420580000,NO2_Unhealthy(output),2235016,,,
1599420579000,NO2_Unhealthy(output),2239587,,,
1599420578000,NO2_Unhealthy(output),2244176,,,
1599420577000,NO2_Unhealthy(output),2248784,,,
1599420576000,NO2_Unhealthy(output),2253412,,,
1599420575000,NO2_Unhealthy(output),2258058,,,
1599420574000,NO2_Unhealthy(output),2262723,,,
1599420573000,NO2_Unhealthy(output),2267408,,,
1599420572000,NO2_Unhealthy(output),2272112,,,
1599420571000,NO2_Unhealthy(output),2276836,,,
1599420570000,NO2_Unhealthy(output),2281579,,,
1599420569000,NO2_Unhealthy(output),2286342,,,
1599420568000,NO2_Unhealthy(output),2291126,,,
1599420567000,NO2_Unhealthy(output),2295929,,,
1599420566000,NO2_Unhealthy(output),2300752,,,
1599420565000,NO2_Unhealthy(output),2305596,,,
1599420564000,NO2_Unhealthy(output),2310460,,,
1599420563000,NO2_Unhealthy(output),2315345,,,
1599420562000,NO2_Unhealthy(output),2320250,,,
1599420561000,NO2_Unhealthy(output),2325176,,,
1599420560000,NO2_Unhealthy(output),2330123,,,
1599420559000,NO2_Unhealthy(output),2335092,,,
1599420558000,NO2_Unhealthy(output),2340081,,,
1599420557000,NO2_Unhealthy(output),2345092,,,
1599420556000,NO2_Unhealthy(output),2350124,,,
1599420555000,NO2_Unhealthy(output),2355178,,,
1599420554000,NO2_Unhealthy(output),2360254,,,
1599420553000,NO2_Unhealthy(output),2365352,,,
1599420552000,NO2_Unhealthy(output),2370472,,,
1599420551000,NO2_Unhealthy(output),2375614,,,
1599420550000,NO2_Unhealthy(output),2380778,,,
1599420549000,NO2_Unhealthy(output),2385965,,,
1599420548000,NO2_Unhealthy(output),2391175,,,
1599420547000,NO2_Unhealthy(output),2396407,,,
1599420546000,NO2_Unhealthy(output),2401662,,,
1599420545000,NO2_Unhealthy(output),2406941,,,
1599420544000,NO2_Unhealthy(output),2412242,,,
1599420543000,NO2_Unhealthy(output),2417567,,,
1599420542000,NO2_Unhealthy(output),2422916,,,
1599420541000,NO2_Unhealthy(output),2428288,,,
1599420540000,NO2_Unhealthy(output),2433684,,,
1599420539000,NO2_Unhealthy(output),2439105,,,
1599420538000,NO2_Unhealthy(output),2444549,,,
1599420537000,NO2_Unhealthy(output),2450018,,,
1599420536000,NO2_Unhealthy(output),2455511,,,
1599420535000,NO2_Unhealthy(output),2461029,,,
1599420534000,NO2_Unhealthy(output),2466572,,,
1599420533000,NO2_Unhealthy(output),2472140,,,
1599420532000,NO2_Unhealthy(output),2477733,,,
1599420531000,NO2_Unhealthy(output),2483351,,,
1599420530000,NO2_Unhealthy(output),2488995,,,
1599420529000,NO2_Unhealthy(output),2494665,,,
1599420528000,NO2_Unhealthy(output),2500361,,,
1599420527000,NO2_Unhealthy(output),2506082,,,
1599420526000,NO2_Unhealthy(output),2511830,,,
1599420525000,NO2_Unhealthy(output),2517605,,,
1599420524000,NO2_Unhealthy(output),2523406,,,
1599420523000,NO2_Unhealthy(output),2529233,,,
1599420522000,NO2_Unhealthy(output),2535088,,,
1599420521000,NO2_Unhealthy(output),2540970,,,
1599420520000,NO2_Unhealthy(output),2546879,,,
1599420519000,NO2_Unhealthy(output),2552816,,,
1599420518000,NO2_Unhealthy(output),2558780,,,
1599420517000,NO2_Unhealthy(output),2564773,,,
1599420516000,NO2_Unhealthy(output),2570793,,,
1599420515000,NO2_Unhealthy(output),2576842,,,
1599420514000,NO2_Unhealthy(output),2582920,,,
1599420513000,NO2_Unhealthy(output),2589026,,,
1599420512000,NO2_Unhealthy(output),2595161,,,
1599420511000,NO2_Unhealthy(output),2601325,,,
1599420510000,NO2_Unhealthy(output),2607519,,,
1599420509000,NO2_Unhealthy(output),2613742,,,
1599420508000,NO2_Unhealthy(output),2619995,,,
1599420507000,NO2_Unhealthy(output),2626278,,,
1599420506000,NO2_Unhealthy(output),2632591,,,
1599420505000,NO2_Unhealthy(output),2638935,,,
1599420504000,NO2_Unhealthy(output),2645309,,,
1599420503000,NO2_Unhealthy(output),2651714,,,
1599420502000,NO2_Unhealthy(output),2658150,,,
1599420501000,NO2_Unhealthy(output),2664618,,,
1599420500000,NO2_Unhealthy(output),2671117,,,
1599420499000,NO2_Unhealthy(output),2677648,,,
1599420498000,NO2_Unhealthy(output),2684211,,,
1599420497000,NO2_Unhealthy(output),2690806,,,
1599420496000,NO2_Unhealthy(output),2697433,,,
1599420495000,NO2_Unhealthy(output),2704094,,,
1599420494000,NO2_Unhealthy(output),2710787,,,
1599420493000,NO2_Unhealthy(output),2717514,,,
1599420492000,NO2_Unhealthy(output),2724274,,,
1599420491000,NO2_Unhealthy(output),2731067,,,
1599420490000,NO2_Unhealthy(output),2737895,,,
1599420489000,NO2_Unhealthy(output),2744757,,,
1599420488000,NO2_Unhealthy(output),2751653,,,
1599420487000,NO2_Unhealthy(output),2758584,,,
1599420486000,NO2_Unhealthy(output),2765551,,,
1599420485000,NO2_Unhealthy(output),2772552,,,
1599420484000,NO2_Unhealthy(output),2779589,,,
1599420483000,NO2_Unhealthy(output),2786662,,,
1599420482000,NO2_Unhealthy(output),2793770,,,
1599420481000,NO2_Unhealthy(output),2800916,,,
1599420480000,NO2_Unhealthy(output),2808097,,,
1599420479000,NO2_Unhealthy(output),2815316,,,
1599420478000,NO2_Unhealthy(output),2822572,,,
1599420477000,NO2_Unhealthy(output),2829866,,,
1599420476000,NO2_Unhealthy(output),2837197,,,
1599420475000,NO2_Unhealthy(output),2844566,,,
1599420474000,NO2_Unhealthy(output),2851974,,,
1599420473000,NO2_Unhealthy(output),2859420,,,
1599420472000,NO2_Unhealthy(output),2866906,,,
1599420471000,NO2_Unhealthy(output),2874430,,,
1599420470000,NO2_Unhealthy(output),2881995,,,
1599420469000,NO2_Unhealthy(output),2889599,,,
1599420468000,NO2_Unhealthy(output),2897243,,,
1599420467000,NO2_Unhealthy(output),2904928,,,
1599420466000,NO2_Unhealthy(output),2912654,,,
1599420465000,NO2_Unhealthy(output),2920421,,,
1599420464000,NO2_Unhealthy(output),2928230,,,
1599420463000,NO2_Unhealthy(output),2936080,,,
1599420462000,NO2_Unhealthy(output),2943973,,,
1599420461000,NO2_Unhealthy(output),2951908,,,
1599420460000,NO2_Unhealthy(output),2959886,,,
1599420459000,NO2_Unhealthy(output),2967908,,,
1599420458000,NO2_Unhealthy(output),2975973,,,
1599420457000,NO2_Unhealthy(output),2984082,,,
1599420456000,NO2_Unhealthy(output),2992235,,,
1599420455000,NO2_Unhealthy(output),3000433,,,
1599420454000,NO2_Unhealthy(output),3008676,,,
1599420453000,NO2_Unhealthy(output),3016964,,,
1599420452000,NO2_Unhealthy(output),3025298,,,
1599420332000,NO2_Unhealthy(output),3900240,,,
1599420272000,NO2_Unhealthy(output),4250286,,,
1599420212000,NO2_Unhealthy(output),3479082,,,
1599420211000,NO2_Unhealthy(output),3502463,,,
1599420210000,NO2_Unhealthy(output),3531650,,,
1599420209000,NO2_Unhealthy(output),3561328,,,
1599420208000,NO2_Unhealthy(output),3591508,,,
1599420207000,NO2_Unhealthy(output),3622205,,,
1599420206000,NO2_Unhealthy(output),3653431,,,
1599420205000,NO2_Unhealthy(output),3685200,,,
1599420204000,NO2_Unhealthy(output),3717526,,,
1599420203000,NO2_Unhealthy(output),3750425,,,
1599420202000,NO2_Unhealthy(output),3783911,,,
1599420201000,NO2_Unhealthy(output),3818000,,,
1599420200000,NO2_Unhealthy(output),3852709,,,
1599420199000,NO2_Unhealthy(output),3888055,,,
1599420198000,NO2_Unhealthy(output),3924056,,,
1599420197000,NO2_Unhealthy(output),3960729,,,
1599420196000,NO2_Unhealthy(output),3998094,,,
1599420195000,NO2_Unhealthy(output),4036171,,,
1599420194000,NO2_Unhealthy(output),4074981,,,
1599420193000,NO2_Unhealthy(output),4114544,,,
1599420192000,NO2_Unhealthy(output),4154882,,,
1599420191000,NO2_Unhealthy(output),4196020,,,
1599420190000,NO2_Unhealthy(output),4237980,,,
1599420189000,NO2_Unhealthy(output),4280788,,,
1599420188000,NO2_Unhealthy(output),4324469,,,
1599420187000,NO2_Unhealthy(output),4369052,,,
1599420186000,NO2_Unhealthy(output),4414562,,,
1599420185000,NO2_Unhealthy(output),4461032,,,
1599420184000,NO2_Unhealthy(output),4508489,,,
1599420183000,NO2_Unhealthy(output),4556968,,,
1599420182000,NO2_Unhealthy(output),4606500,,,
1599420181000,NO2_Unhealthy(output),4657121,,,
1599420180000,NO2_Unhealthy(output),4708867,,,
1599420179000,NO2_Unhealthy(output),4761775,,,
1599420178000,NO2_Unhealthy(output),4815886,,,
1599420177000,NO2_Unhealthy(output),4871241,,,
1599420176000,NO2_Unhealthy(output),4927884,,,
1599420175000,NO2_Unhealthy(output),4985859,,,
1599420174000,NO2_Unhealthy(output),5045214,,,
1599420173000,NO2_Unhealthy(output),5106000,,,
1599420172000,NO2_Unhealthy(output),5168268,,,
1599420171000,NO2_Unhealthy(output),5232074,,,
1599420170000,NO2_Unhealthy(output),5296825,,,
1599420169000,NO2_Unhealthy(output),5363873,,,
1599420168000,NO2_Unhealthy(output),5432641,,,
1599420167000,NO2_Unhealthy(output),5503195,,,
1599420166000,NO2_Unhealthy(output),5575605,,,
1599420165000,NO2_Unhealthy(output),5649947,,,
1599420164000,NO2_Unhealthy(output),5726297,,,
