FINCoS Performance Log File.
Generated from:
 "/Users/ares161/eclipse-workspace/TFM FINCoS/log/AQ_ESPER_SINK_NO2.log" [Sun Sep 06 16:35:22 CEST 2020] to [Sun Sep 06 16:44:22 CEST 2020]
log file(s).
Timestamp,Server,Stream,Avg_Throughput,Min_Throughput,Max_Throughput,Last_Throughput,Avg_RT,Min_RT,Max_RT,Stdev_RT,Last_RT
1599402947000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11424599.001,22619551.993
1599402947000,Esper (sample),NO2_Avg(output),0.333,0.000,2.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402947000,Esper (sample),NO2_Good(output),357.840,0.000,8946.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402947000,Esper (sample),NO2_Moderate(output),319.920,0.000,7996.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402947000,Esper (sample),NO2_Unhealthy(output),1557.760,0.000,38942.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402947000,Esper (sample),NO2_UnhealthyForSensitiveGroup(output),1675.360,0.000,41884.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402948000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11420117.888,22619551.993
1599402948000,Esper (sample),NO2_Avg(output),0.308,0.000,2.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402948000,Esper (sample),NO2_Good(output),344.077,0.000,8946.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402948000,Esper (sample),NO2_Moderate(output),307.615,0.000,7996.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402948000,Esper (sample),NO2_Unhealthy(output),1497.846,0.000,38942.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402948000,Esper (sample),NO2_UnhealthyForSensitiveGroup(output),1611.000,0.000,41884.000,2.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402949000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11415973.406,22619551.993
1599402949000,Esper (sample),NO2_Avg(output),0.286,0.000,2.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402949000,Esper (sample),NO2_Good(output),331.333,0.000,8946.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402949000,Esper (sample),NO2_Moderate(output),296.222,0.000,7996.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402949000,Esper (sample),NO2_Unhealthy(output),1442.370,0.000,38942.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402949000,Esper (sample),NO2_UnhealthyForSensitiveGroup(output),1551.333,0.000,41884.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402950000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11412128.997,22619551.993
1599402950000,Esper (sample),NO2_Avg(output),0.267,0.000,2.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402950000,Esper (sample),NO2_Good(output),319.500,0.000,8946.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402950000,Esper (sample),NO2_Moderate(output),285.643,0.000,7996.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402950000,Esper (sample),NO2_Unhealthy(output),1390.857,0.000,38942.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402950000,Esper (sample),NO2_UnhealthyForSensitiveGroup(output),1495.929,0.000,41884.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402951000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11408553.208,22619551.993
1599402951000,Esper (sample),NO2_Avg(output),0.250,0.000,2.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402951000,Esper (sample),NO2_Good(output),308.483,0.000,8946.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402951000,Esper (sample),NO2_Moderate(output),275.793,0.000,7996.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402951000,Esper (sample),NO2_Unhealthy(output),1342.897,0.000,38942.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402951000,Esper (sample),NO2_UnhealthyForSensitiveGroup(output),1444.345,0.000,41884.000,0.000,0.000,9223372036854776000.000,0.000,0.000,0.000
1599402952000,Esper (sample),AirQualityLevel(output),2.000,2.000,2.000,2.000,11309775.997,22619551.993,22619551.993,11405218.836,22619551.993
